PC_1,PC_2,PC_3,PC_4,PC_5,PC_6,PC_7,PC_8,PC_9,PC_10,PC_11,PC_12,PC_13,PC_14,PC_15,PC_16,PC_17,PC_18,PC_19,PC_20,PC_21,PC_22,PC_23,PC_24,PC_25,PC_26,PC_27,PC_28,PC_29,PC_30,PC_31,PC_32,PC_33,PC_34,PC_35,PC_36,PC_37,PC_38,PC_39,PC_40,PC_41,PC_42,PC_43,PC_44,PC_45,PC_46,PC_47,PC_48,PC_49,PC_50,PC_51,PC_52,PC_53,PC_54,PC_55,PC_56,PC_57,PC_58,PC_59,PC_60,PC_61,PC_62,PC_63,PC_64,PC_65,PC_66,PC_67,PC_68,PC_69,PC_70,PC_71,PC_72,PC_73,PC_74,PC_75,PC_76,PC_77,PC_78,PC_79,PC_80,PC_81,PC_82,PC_83,PC_84,PC_85,PC_86,PC_87,PC_88,PC_89,PC_90
0.12335032584706161,-0.10291602000999081,0.024932349193996912,0.06431228019154947,0.11896785425997264,0.003959814679208425,0.20006213247692992,-0.07254596485432278,0.012245260089983431,0.22657273919377294,-0.07727995970869217,-0.030796849465247134,0.09645531559776824,-0.2114584075164499,-0.16141895720974023,0.12367525745776582,-0.18326857805744948,-0.09798351758935361,0.05764117032098863,-0.036709232097209624,-0.07090981709618341,-0.01985742813024936,0.050512616699270194,0.04883306600909632,0.04252082352947752,0.011464067542904912,-0.01697048502760165,-0.025209311223467763,0.008247141989833342,-0.004993241360742533,-0.005947440593368853,-0.019717526374146564,-0.010813811689512213,-0.008922004459824894,-0.006039622885169643,0.0032701660853149484,-0.016225613578516793,0.007149428122360555,0.00013990617206130083,-0.003652088299330393,0.0017566136856187037,0.01012641407588962,-0.0041167894913795135,-0.017544254427148364,0.003772217966179695,0.0039277974736155845,0.027766356355803865,0.02775092324283045,0.14297220884119993,-0.022835399286412705,0.015291212457101157,0.0369952083386781,-0.03265811269883144,-0.015334852990525673,-0.03313614729973463,-0.005324672609913603,-0.01776117189381293,-0.02422626166086847,-0.00492168613357653,0.008027303578197413,0.20180998429504854,-0.06926903874625553,-0.12293937959402969,-0.29707645944500427,0.3123737117793101,-0.06134918740375685,-0.15095719607625235,0.1936784454206338,-0.2883527925818185,0.08311716848099716,-0.1519220835746663,0.07130502494288994,-0.01780769780697659,-0.011413694678237031,0.011043173500152216,-0.2590689242951781,0.008551410307038548,-0.0032153077003933463,-0.003297411669472827,-0.0027522742325347582,0.00346453489422771,0.001945971119408872,0.0016840691600642755,0.0019022758163104612,0.005866939693254045,-9.170253608928056e-05,-0.0005016567712287167,5.738582918596527e-05,-2.372236977583189e-05,1.7446501759037066e-07
0.1241508995982521,-0.11128583634810674,0.028898014608813548,0.06401803901750786,0.14729338090250246,0.022520563839190013,0.21121210954609432,-0.05405701907953191,0.05534440317276482,0.10681678372246542,-0.06850974815311134,0.005518876114348427,-0.06555531007296522,0.02682396823580864,0.012571412652650042,-0.24924151554233256,0.2862736685228088,0.09294593110588507,-0.07931961118202144,-0.006767096610720863,0.159624509531111,0.004562665179893308,-0.05170248426999014,-0.01797701692783551,0.005591462224436075,0.009349801033441149,0.013353854753828196,-0.011090857384703435,-0.007935352155876648,0.004515186663647549,0.0014247162674246897,-0.015535924403433963,-0.003130953148812793,-0.008199550815360999,-0.003885953785973067,-0.01435051650960017,0.0026353441920344963,-0.0004206594655703109,0.006566999407643846,0.018494336820138048,-0.0030491154440373874,0.009344559964327669,-0.003505944615076339,0.001211974109534688,0.0010636631353056559,0.01356479779810038,0.023004693705425433,0.02079689959173295,0.09456958617754647,-0.019692116208916154,0.006049729629775655,0.041198797855153776,-0.013779922614462111,-0.016353833459850534,-0.006370191792444701,0.0025605249702083297,-0.010732587859663991,-0.00043626456938029076,-0.0007119766408753563,0.006114516764670599,0.13956643852663736,-0.040749534792089454,-0.07248734710471172,-0.14659509511338076,0.09008940880432044,-0.01965255282661489,-0.04246048810654213,0.03777821537732239,-0.06923727502342927,-0.005339540826622552,-0.02461105997985523,0.023102731265160936,-0.042440801290168445,0.05537044463322812,-0.026268386802603926,0.6556880081560156,0.028991295789283233,0.0012536863991511292,0.003295300677765859,0.002770474786731359,-0.003028719304655197,-0.0017042636047892032,-0.009843277545222772,-0.0021708514992212725,-0.002620264334562881,-0.0034458371071340085,-0.0002645691075363341,0.00018816136112935437,-0.0003623882272453607,7.721554319204898e-07
0.1314568053345041,-0.11088096507688314,0.02820878405104118,0.05989537196248092,0.13491960348388884,0.02613864873512465,0.12203300459145833,-0.007560043472332273,0.025939573311197645,-0.05025351832834585,0.05227757038617452,0.06462558472153468,-0.1409803028894736,0.27699111173641255,0.14598927032158956,0.1623706448234315,-0.011472292438315712,0.002529047147955807,0.053956188947334095,0.1318063302612801,-0.25470240331169125,0.030153271902511353,0.04653599731918931,0.03707919433819491,0.024367706513934217,-0.012883558922414811,-0.00584473271982979,-0.015757068678367393,0.01188952004032926,-0.0015842627017175778,-0.0003895533135222412,-0.015687371212876257,0.0011796935089165646,0.002414087368112854,-0.0012465062920952407,-0.01033281121074914,0.006271421485682632,0.0024441110539592838,0.005268230981438181,0.016439039064287377,-0.010077623795718915,0.006037180823169439,0.00802369034608235,-0.003884064284131104,-0.023198354863312596,0.02026292770956513,0.036759051365223776,0.014765729802977143,0.1697875389131708,-0.0424745818303424,0.0008666813784256322,0.05093125356421764,-0.03421911603884692,-0.0189996560103906,-0.026919644420885312,-0.0046808954158010065,-0.01529741673437333,-0.0017233773825518894,-0.010473371916411543,0.015401349967127376,0.2956070805266377,-0.06248883657612203,-0.21977594776622472,-0.06784197835913384,0.10918218533225547,-0.11590036553688238,0.020859495740993418,-0.2823720817277774,0.3717322115819224,-0.27326924749149484,0.0944975355175151,-0.09486003682096011,0.06803838261066622,-0.08713291769777086,-0.03845992391075183,-0.08475306934817285,-0.021024142043028868,0.004227655419152822,0.002447728061377334,0.00272596277023817,-0.001843523795819695,-9.98862079405092e-05,-0.0008474941426641369,0.0004140233989030017,0.006387520960310297,0.0002740216379313737,0.0011891858211128597,-0.00026248378101866385,7.443381123973097e-05,-1.1577099066997473e-06
0.15005896007885516,-0.10016768049956537,0.021913647646422826,0.055787119822926834,0.08593979619878064,0.049748218331563385,-0.009974087658650488,0.09042504834134327,0.009777892763509932,-0.17767055004483376,0.0334312727418066,-0.0011728504311153132,-0.016510256146286803,0.058527235532308736,0.05695659541315096,0.08651685444663962,-0.12302572109201626,-0.15523129875646802,0.13411969674906604,-0.06875421426156653,0.3134115662105529,-0.11944579003821998,-0.1775393137124338,-0.03523823010321362,-0.014275445663170294,-0.016558015693581465,-0.011474382573003972,0.0014186625424677524,0.0019535096256427338,9.848087334629867e-05,0.001197017022975349,0.011099070990111416,-0.0017946834464523578,-0.002768586558044844,-0.0058042018053718735,0.01672755213111225,-0.01274875118536074,0.009942727936503566,0.008995064713930112,-0.0050442868637787215,0.013831997458757577,0.0074835899457664735,-0.0029130508212720898,-0.008468973030446867,-0.01767425463466829,0.01714220899228287,0.03785667537253866,0.0272365332079601,0.17478154036032612,-0.044576124142717735,0.0036260691484995165,0.04624558564768103,-0.0335578956665828,-0.013029668226909007,-0.020414219173411137,-0.015169733384168058,-0.01459737681287442,-0.0014093619464508012,-0.002149151457927652,0.009299582762658534,0.21224394110956604,-0.14143273804431516,-0.10172557060158999,0.19694491740366424,-0.16087504168964278,0.3391882297958654,0.010660063439897867,0.42244094258507664,0.187118999402895,0.08223305747726167,-0.04213008996148868,-0.11334731219137861,0.07516017360598932,0.06304766664352095,0.05848294620312901,-0.021480177689718334,-0.01407420244264933,0.00635216599268428,-0.006826087903986238,-0.0031275726876485816,0.0014412826127168416,-0.0006627552813873561,-0.00377405986306278,0.0024248840874283735,-0.0027759818816173506,0.00029074986352359614,0.000663933103246303,5.502848812553667e-05,7.425497108494814e-05,-2.3181248088732245e-07
0.15205774918972426,-0.0959712707434815,0.011805978962871548,0.049818119524278004,0.0626636858777267,0.047537313213540336,-0.06638656581043811,0.10929987603708392,0.007281015661308505,-0.212713513818799,0.005789482192935992,-0.008047472329512934,0.038948441612020046,-0.06001896705454385,-0.053113715062048594,-0.07840487385768598,-0.022267563286761022,-0.03835732708182103,-0.10917627881706582,-0.1660486745821914,-0.01490818886703775,0.29008794480757805,0.2518859426434855,0.057187227433291604,-0.07098708473503224,-0.05893148260769637,-0.014730866668223458,-0.0002928753591521019,-0.03586606595926599,0.003828901421182962,-0.0023625808688999533,0.008811150023990483,0.008821267026162526,-0.006289494810661926,0.004228721699915525,-0.02257408515180824,0.02439258366127379,0.009372117221016812,-0.0041079421170151864,0.005368108505487291,0.0003368379770820615,-0.0026578780205698017,0.0002758901754440612,-0.007522404672698477,-0.019288821423436756,0.03618941090727862,0.03997805079250581,0.004705583782074765,0.17356784945780573,-0.05165211764300566,0.01148565768426001,0.04394162984986173,-0.04422417248278199,-0.009190503466958403,-0.024602608659779975,-0.005040607442982209,-0.004914538340587388,-0.0098862670178981,-0.020082231236213874,0.012278287602669778,0.15638127525018913,-0.07956115767598446,0.00016617911778823644,0.17403093237860862,-0.13984893648592353,-0.07064328519393283,0.0181559066513778,-0.2894575193679958,-0.1442403061358874,0.1271122074495172,-0.054711621849134785,0.07440056102385904,-0.16733631227663792,0.42730979742469144,0.23973903686622225,-0.05466716666852497,0.032642214009310326,-0.010420961898534684,0.0071364181668094875,0.004201606917400132,0.001764592590747518,0.0010500809017111494,0.0013569979365109588,-0.003050542686206485,0.005684099796645897,0.0013118978560790612,-6.837753913047025e-05,0.0003057140163929767,0.00015052437403669704,-2.708887256041116e-07
0.15163103710173237,-0.08412608773140978,0.008537187759295684,0.038372302387133794,0.03356618356296859,0.04970644905191465,-0.1147055639416047,0.12302022160902763,-0.03959425967589081,-0.17880815868939853,-0.05698831354108381,-0.012083280065957915,0.08769258038456662,-0.16829586041471567,-0.10762857946307268,-0.0650255106496039,0.08737503939030504,0.17544453083103004,0.03352662384176133,0.0887352752431824,-0.21471206361716003,-0.2453539548846491,-0.10414797421005506,0.0009724490409694711,0.005041354823261915,-0.00503007189291799,-0.0036711874070195945,-0.009843621038866907,-0.03415883746753379,0.010308109955526015,0.006523305135468879,-0.047586572511823626,-0.005616057881462487,0.0297251154060994,0.014680730025166821,0.008590750730846752,-0.024133153455915646,0.013872686615234133,0.0028711154221320594,-0.008486228042826258,0.00857073809125207,0.0042565546381414035,0.014094182575922015,-0.0005236121151041481,-0.013962522480366243,0.030944641391426952,0.031722934044580646,-0.0008362891552245941,0.15785907303598523,-0.0367005606746874,0.00923691105576548,0.057306519407691534,-0.02263866413991067,0.006484171367108011,-0.02229606536802991,0.013036892381284759,-0.000835969480895319,-0.017752963247737296,-0.016634578575371862,0.010444654674198726,0.1306974212595325,-0.07732801663598093,0.004369513789819625,0.26251111663697063,-0.2225231214513439,-0.012763671787514162,-0.021380295082564074,-0.09450003512829853,-0.25796395919587156,-0.10049109833646991,-0.13281345473241615,0.18205876241278512,-0.048471224444265236,-0.38092369823457906,-0.2480943115542635,0.0050445523512086254,0.06406650852059023,0.0009379668508460356,-0.0024104269996397835,-0.009501897867407013,-0.007408283749643218,0.0007953431443116828,0.003359261783007161,-0.005790591732857918,0.0003578285651805401,-0.004310178264623678,-0.00015653800668229974,0.00025253914720040006,0.00012570876845066856,-6.170729091019872e-07
0.1569008430421358,-0.03403937839651394,-0.020276510427517602,0.03985128109494418,-0.06618829552430222,0.04296911820060292,-0.1363420587419477,0.028879439417923106,-0.14377697985134935,0.1464378851173339,0.049164621515595815,0.03469825607912827,0.0034319577287326153,-0.08256234379865818,0.03816312930768534,0.2647419835558813,0.10601249701802247,0.17818158634247483,-0.04939407564250658,0.08688754710678967,0.10940483233814802,0.21649255357126213,-0.12567426574833518,0.013861356814516619,-0.01119736600460645,0.03131070395011579,0.006864678565155952,-0.005297007556598621,-0.00860013175368033,0.010141507595861304,0.02243670551810644,0.004424125305746322,-0.028945073100157898,0.009505962613412591,0.016374032676904522,0.004913170040116075,-0.00792539758717357,-0.004278635529213531,-0.00864517311521463,0.013703433172176331,-0.010142852878915908,-0.0016567758928864584,0.0008312419426505847,-0.006091917696117393,0.004937405549211538,0.021060664743442373,0.043681725351534334,0.019809827125925793,0.2292828612747894,-0.05087600364561963,0.00190554255496919,0.0844393096989185,-0.023657859904228945,-0.0074283307355400814,-0.03977909390306661,-0.001788215404665493,-0.022319324578368122,-0.0037819955889061077,-0.0024795780691856243,0.006105977552492569,0.01498030772699585,0.07526257876812198,0.5362369182964679,-0.20751534530514484,-0.07424093312135727,0.0007234132208255133,0.03007134096757416,0.06401143496625772,0.1459824870606835,-0.2058006886940048,-0.1904340693927496,0.1380325905679399,0.04160102402701267,0.03867314541399892,0.05804330568865056,-0.013307135550485724,-0.03885873195822116,-0.00019253234415179195,0.0008038184549540012,-0.0030657007607559333,0.008447933416042492,0.0012106415563153726,-0.003476199000715516,0.006092653382451408,-0.005602959218760178,0.006734871911372592,-0.040381258022078384,0.14736882655390812,-0.35414550028284786,6.135082739787134e-07
0.15804044670933085,-0.02558250565872039,-0.031074920743156098,0.03295873319779924,-0.08329828045141563,0.03585685855982555,-0.13912407681535627,0.0067069104475540875,-0.14186651921873586,0.15096767333307187,0.005183747431575232,-0.08027214353958059,-0.10047730033512964,-0.06385949716666334,0.23662697038439673,-0.07111154396718244,0.01253625047644119,-0.12300095732988058,-0.0123437984956829,0.028570120575050678,0.022873467758352556,-0.2001002859979616,0.2662164583819401,-0.044465852415166235,-0.030787804077933467,0.06034148904197048,-0.0002479170369180661,0.004952094453424913,0.020158116347346516,-0.002893580708482367,0.007114432367431493,-0.0010062462183345507,0.007499346523126496,-0.004562686954396834,0.014125184831306144,-0.011494082812950732,0.0008603531447777986,0.02427158833002245,0.018236046168973275,0.008448365941205604,-0.008733243180094784,0.008378635111796158,0.001130214507783812,-0.013528193879866469,0.003764716628782551,0.030648376417629138,0.040365231612983596,0.02099252113730246,0.19294652893613717,-0.0417435848596339,-0.007239740844349376,0.053469023528756404,-0.03910423697685498,-0.0018312241921267325,-0.030071619979998066,-0.003975676507028177,-0.004610409649773401,-0.01435774950135277,-0.0031104547662056444,0.00726253755831521,0.005612096952756371,0.02427574000607965,0.188804296927581,-0.02952649408692365,0.06819339433406177,0.018040038861540972,0.11229372695534909,0.04123120048586971,-0.08567293933488715,0.06959633008439678,0.34779013645115636,-0.2991225398031472,-0.31843325898728425,0.05146220701211793,-0.3156237373062957,-0.04792694241268183,0.031431453219624796,0.0095878000748586,-0.011079334189847943,0.0025949528387814716,0.001626377865669104,-0.000758116209385705,-0.0004682090726678427,-0.003294596491338295,0.004632126713202673,-0.004036581346153783,-0.0271714657504943,-0.21635637032733565,-0.08595834496079502,-0.30781491064133026
0.15481544654412474,-0.013995326868621719,-0.046102936926897375,0.03077619706046031,-0.1074021429481346,0.019547766882853958,-0.10136514345282899,0.008869460107331611,-0.08430728877410718,0.13867319628472252,0.12159243780283088,0.15100814528508186,-0.05864278232602407,0.15752057417617432,-0.1892899335513471,-0.19693735118324512,-0.11931341088440295,-0.13243585778875283,-0.1385696151285147,-0.060249422484563414,-0.09290420297782712,0.009180608613766038,-0.1701740855127622,0.015088541098460043,0.056554937077280654,0.025092161018508828,-0.0011298817313527276,0.0137995807022665,0.0061874788406332155,-0.0049090667605030044,-0.005412006449477515,-0.00046883539974706956,0.026831278072944997,0.024111666024208403,0.006233080094153576,-0.005506923385324292,-0.011075765098964331,-0.00022738968317857072,-0.013080339294295466,0.008975131713733573,-0.010557985520061111,0.003330651749955206,0.013609546395876207,-0.010473245354165779,-0.01114042343883316,0.036768726956046084,0.04379650944856304,0.0267906663616489,0.20751658621642877,-0.05747108474971455,-0.011120310122288011,0.057756513838408456,-0.023275759066602973,0.005404471575211317,-0.041769544291741595,0.005177455726939879,-0.00032866330923542186,-0.007988929269099155,-0.012645424565654,-0.004668664167614168,-0.010502059985215063,0.018877980967229462,0.08254137394011045,-0.06156509104140912,-0.03934046354800228,-0.013344067190934809,0.023278282416286485,-0.10614395756902956,-0.07879774515754023,0.31963747126836584,0.32274886375163536,0.031025598368533667,0.41578018121334753,-0.18611203347461794,0.17783288863561017,0.026157946321688733,0.011704047086256438,0.010437787851434968,0.002643506641638,0.005798402470392806,-0.001141919548645796,-0.002653972988834132,-0.004594457981805661,0.006339199015840751,0.0005433412041773544,-0.0016178002695972883,-0.03894514643612102,-0.28340570554125255,-0.11435028579488829,0.23492659684404787
0.14280371406077558,0.049721217200343906,-0.08899364644164998,0.024020496093880017,-0.13164163517929217,-0.0695727135333686,-0.0017969824035727888,-0.08276554321330283,0.021189385010583955,-0.03204739379021773,-0.18247351241468296,-0.16131179330742398,-0.02473488863813983,0.0666824507918469,-0.02278401075929548,-0.16721584284687052,-0.1606912806924226,0.09828944149234556,0.22180032212946788,0.20113458070102366,0.04272179193004691,0.14592361154423727,-0.007739866103492671,0.034918731796550306,-0.03120381159940505,-0.01712665405035737,0.03325884972077038,0.010825759475497215,-0.006702249231814478,-0.014277443009802281,-0.022260827363383407,-0.0040041878559314015,-0.0113639733149817,-0.015801704113812,0.030058336405679002,0.012329652746354768,-0.0059051815968440835,0.026722594382180165,-0.006340474558297483,0.010065021187498201,-0.004810735723822923,0.005751731238434074,-0.001247416733957507,-0.035201244996261254,-0.018157280091252358,0.030344846142348142,0.044355782747228734,0.027927429645237964,0.2207030751964858,-0.051648490297523865,0.008180975922749002,0.049330705032143235,-0.03626320426662749,0.012536309154324195,-0.02100335079619204,0.0210111947452511,0.0012851650323639496,-0.004351270884169436,0.006164575433531647,-0.0030443381019268313,-0.254287951553984,0.07151204366936588,-0.0224275174837286,0.3825948115740259,0.4001243313935714,-0.06295078960988576,0.011681200101484587,0.09179307549291703,-0.023840229837930077,-0.17234209044855972,0.02046442230195896,0.10551735676109705,0.16183915369780189,0.13596186879736546,-0.039371045760455456,0.03081109709055918,-0.004525587902798327,-0.01000316254888174,-0.00720005487812715,-0.008316697941660636,-0.0017616317720770824,-0.0005702967843011053,0.002460494660952206,0.0019946106070285637,-0.002107472092129731,0.0027340448699449686,-0.3823191862703281,0.02828965882229608,0.055338723397940076,6.241563516313609e-07
